_ExportData-2,,,
Toronto,ON,M4T 1E8,M4T 1E9
Rockville,MD,20853-3509,20853
Portland,OR,97219-1721,97219
Fort Collins,CO,80526,80526
Honolulu,HI,96815-1724,96815
Walla Walla,WA,99362-2453,99362
Santa Rosa,CA,95405-7215,95405
Eighty Four,PA,15330,15330
Irvine,CA,92614-7577,92614
Boulder,CO,80305-5537,80305
Central,SC,29630,29630
Purchase NY,NY,10577,10577
San Gerardo de Rivas, ,11904,11904
Seattle,WA,98177,98177
Anchorage,AK,99508,99508
Denver,CO,80211,80211
Washington,DC,20008,20008
Oak Ridge,TN,37831-2008,37831
Brandon,VT,05733-8894,05733
Sequim,WA,98382-9586,98382
Lansing,MI,48910-3230,48910
Carlsbad,CA,92011-2504,92011
"Lerma, Estado De México", ,52006,52007
North Vancouver,BC,V7J3G5,V7J3G6
Berkeley,CA,94710,94710
Fort Collins,CO,80521,80521
Wellington,CO,80549-0308,80549
Elk Grove,CA,95757-3029,95757
Austin,TX,78767,78768
Pierrefonds,QC,H9K 1S4,H9K 1S5
Boston,MA,2110,2111
Saskatoon,SK,S7W 0E6,S7W 0E7
College Station,TX,77845,77846
Gilbert,AZ,85296-2951,85296
Silver Spring,MD,20910,20910
Pocatello, ,83201,83201
MEMPHIS,TN,38120,38120
Toronto,ON,M3J1P3,M3J1P4
San Diego,CA,92107,92107
Bozeman,MT,59715,59715
Honolulu,HI,96817,96817
Lethbridge,AB,T1K 5R9,T1K 5R10
NEW YORK,NY,10019,10020
 , , ,
Los Angeles,CA,90003-4003,90003
West Chester,OH,45069,45069
State College,PA, , 
SUVA, ,679,679
Ciudad De Mexico, ,4510,4510
Honolulu,HI,96822-4309,96822
North Royalton,OH,44133-4165,44133
Front Royal,VA,22630-5972,22630
Hancock,MI,49930-1122,49930
Santiago,RM,8320127,8320128
Dunrobin,ON,K0A 1T0,K0A 1T1
Stellenbosch,South Africa,7600,7600
Denver,CO,80220,80220
University,MS,38677,38677
Winter Springs,FL,32708-5169,32708
Crofton,MD,21114-1119,21114
Flagstaff,AZ,86001-5694,86001
Woodbridge,VA,22191-6269,22191
Manhattan,KS,66506,66506
Washington,DC,20005,20005
Princeton,NJ,08544-0001,08544
Weston,OH,43569,43569
Three Rivers,CA,93271-9739,93271
San Diego,CA,92112-0551,92112
Hawaii National Park,HI,96718,96718
Langley,BC,V3A 8G9,V3A 8G10
Pittsburgh,PA,15221,15221
Columbus,OH,43210,43210
Davis,CA,95616,95616
Shoreline,WA,98133,98133
Fort Worth,TX,76129,76129
Los Fresnos,TX,78566,78566
Hopkinton,NH,3229,3229
Raleigh,NC,27615-8509,27615
Oakland,CA,94602,94602
Madison,WI,53706,53706
Brooklyn,NY,11201,11201
Commerce,TX,75429,75429
Turner Valley,AB,T0L 2A0,T0L 2A1
Winslow,ME,4901,4901
Ithaca,NY,14850,14850
Syracuse,NY,13219,13219
WASHINGTON,DC,20002,20002
Algoz, ,8365-061,8365-062
Northfield,MN,55057,55058
Montreal,QC,H4B1R6,H4B1R7
Pointe-Claire,QC,h9r2k9,h9r2k10
Tokyo, ,170-0013,170-0014
Washington,DC,20037,20037
Pleasant Mt.,PA,18453,18453
Durham,NC,27705,27705
Toronto,ON,M3J 1P3,M3J 1P4
Zanesville,OH,43701-1234,43701
Montpelier,VT,5602,5602
Long Beach,CA,90808,90808
Beijing, ,100091,100091
Madison,WI,53703,53703
Cortland,NY,13045,13045
Hawthorn, ,3122,3122
Zeeland,MI,49464,49464
Eugene,OR,97405-4040,97405
Berkeley,CA,94720,94720
Tempe,AZ,85281-6615,85281
Durham,NC,27701,27701
Honolulu,HI,96816-2559,96816
Saint Petersburg,FL,33701-5001,33701
Hilo,HI,96720-8949,96720
Storrs,CT,6238,6238
Washington,DC,20013-7012,20013
Portland,ME,04112-4750,04112
Southern Pines,NC,28388,28389
Edmonton,AB,T5K 2J6,T5K 2J7
Whitehouse,TX,75791-8212,75791
Waco,TX,76798-7388,76798
Sacramento,CA,95816,95816
Davis,CA,95616-3031,95616
Berkeley,CA,94710,94710
Yuma,AZ,85364,85364
Bismarck,ND,58503-9011,58503
Courtice,ON,L1E1Z4,L1E1Z5
Amherst,MA,1003,1004
Burnaby,BC,V5A 1S6,V5A 1S7
Spring Green,WI,53588,53588
Lake Oswego,OR,97035,97035
Ithaca,NY,14850,14850
New York,NY,10115,10115
St. Albert,AB,T8N 2N1,T8N 2N2
Ottawa,ON,K1L 8A1,K1L 8A2
Madison,WI,53706,53706
Boston,MA,2135,2135
Albany,NY,12202,12202
Rockbridge Baths,VA,24473,24473
Arlington,VA,22202,22202
Madison,WI,53707,53707
Woolloongabba, ,4102,4102
Fort Collins,CO,80524,80524
Reston,VA,20190,20190
Mountain,WI,54149,54149
Wilmington,NC,28412,28412
Halifax,NS,B3H4R2,B3H4R3
Lexington,KY,40504,40505
Corvallis,OR,97330-6317,97330
North Ward,QLD,4810,4811
New Westminster,BC,v3m2y7,v3m2y8
CIUDAD DE MEXICO, ,9780,9781
Churchill,MB,R0B 0E0,R0B 0E1
Gainesville,FL,32611,32612
Courtenay,BC,V9J 1N9,V9J 1N10
Franklin,MA,2038,2039
Amherst,MA,01003-9285,01003
Irvine,CA,92617,92617
Honolulu,HI,96813,96813
Moscow,ID,83843,83843
New Haven,CT,6511,6511
Puslinch,ON,N0B 2J0,N0B 2J1
Manassas,VA,20109,20109
Boulder City,NV,89005,89005
Silver Spring,MD,20910,20910
Malvern (Victoria), ,3144,3144
San Diego,CA,92110,92110
Madison,WI,53706,53706
Quesnel,BC,V2J 7E6,V2J 7E7
Oshkosh,WI,54901,54901
Boise,ID,83725,83725
Boise,ID,83702,83702
Fairfax,VA,22032-3511,22032
Truckee,CA,96160,96160
Schofield,WI,54476,54476
Redondo Beach,CA,90277,90277
Denver,CO,80206,80206
Toronto,ON,M5S 2S2,M5S 2S3
Athens,GA,30605,30605
Wilsonville,OR,97070,97070
Crossville,TN,38557,38557
Levant,ME,4456,4456
Alleyton,TX,78935,78935
Front Royal,VA,22630,22630
Temple Terrace,FL,33617,33617
Steamboat Springs,CO,80487,80487
Calgary,AB,T2S2R9,T2S2R10
River Hills,WI,53217,53217
Williamsburg,VA,23185,23185
Pullman,WA,99163,99163
Bryan,TX,77803-5119,77803
Fairbanks,AK,99708-2355,99708
Kingfisher,OK,73750-4608,73750
Westlake Village,CA,91361-1809,91361
Bowling Green,OH,43402-4633,43402
Montréal,QC,H3T 1C7,H3T 1C8
Alexandria,VA,22309-3926,22309
Melrose,FL,32666,32666
Bothell,WA,98011-8246,98011
Mc Kenzie,TN,38201-1769,38201
Columbia Falls,MT,59912-9264,59912
Victoria,BC,V8W 2y2,V8W 2y3
Phoenix,AZ,85012-1510,85012
Winona,MN,55987,55987
Cedar Falls,IA,50614-0001,50614
Albion,MI,49224,49224
Yellowstone National Park,WY,82190-0168,82190
Milford,NJ,08848-1314,08848
West Sayville,NY,11796-1216,11796
Medford,MA,02155-5818,02155
College Station,TX,77843-2258,77843
Fort Collins,CO,80521,80521
Savannah,GA,31401,31401
Sacramento,CA, , 
Carson City,NV,89701,89701
Las Cruces,NM,88003-8001,88003
Terrace,BC,V8G 4N4,V8G 4N5
Bozeman,MT,59717-3460,59717
Washington,DC,20015,20015
Knoxville,TN,37996,37996
Old Hickory,TN,37138,37138
College Station,TX,77840,77840
Rohnert Park,CA,94928,94928
Fort McMurray,AB,T9K 2N5,T9K 2N6
Toronto,ON,M4Y 1R6,M4Y 1R7
Santa Barbara,CA,93101,93101
Brattleboro,VT,5301,5301
Asheville,NC,28815-9000,28815
Cleveland,OH,44109,44109
Leonard,MI,48367,48367
Ithaca,NY,14853,14853
Beachburg,ON,K0J 1C0,K0J 1C1
Manhattan,KS,66503,66503
Radford,VA,24141,24141
Vancouver,BC,V5N 2V2,
Ucluelet,BC,V0R3A0,
Columbus,OH,43202,
Burlington,VT,5405,
Lincoln,NE,68502,
Reno,NV,89509,
Ames,IA,50010,
